State,Year,Month,Date,Revenue
Kansas,2013,November,2013-11-01,28737285.0
Kansas,2013,December,2013-12-01,28200522.0
Kansas,2013,YTD Total,,365079337.0
Kansas,2014,January,2014-01-01,30376737.0
Kansas,2014,February,2014-02-01,30948441.0
Kansas,2014,March,2014-03-01,33215081.0
Kansas,2014,April,2014-04-01,31679489.0
Kansas,2014,May,2014-05-01,34157568.0
Kansas,2014,June,2014-06-01,28268992.0
Kansas,2014,July,2014-07-01,31643839.0
Kansas,2014,August,2014-08-01,29865348.0
Kansas,2014,September,2014-09-01,28479951.0
Kansas,2014,October,2014-10-01,30259063.0
Kansas,2014,November,2014-11-01,27643381.0
Kansas,2014,December,2014-12-01,31245404.0
Kansas,2014,YTD Total,,367783293.0
Kansas,2015,January,2015-01-01,30376737.0
Kansas,2015,February,2015-02-01,30948441.0
Kansas,2015,March,2015-03-01,33215081.0
Kansas,2015,April,2015-04-01,31679489.0
Kansas,2015,May,2015-05-01,34157568.0
Kansas,2015,June,2015-06-01,28268992.0
Kansas,2015,July,2015-07-01,31643839.0
Kansas,2015,August,2015-08-01,29865348.0
Kansas,2015,September,2015-09-01,28479951.0
Kansas,2015,October,2015-10-01,30259063.0
Kansas,2015,November,2015-11-01,27643381.0
Kansas,2015,December,2015-12-01,31245404.0
Kansas,2015,YTD Total,,367783293.0
Kansas,2016,January,2016-01-01,30095995.0
Kansas,2016,February,2016-02-01,32982721.0
Kansas,2016,March,2016-03-01,32505676.0
Kansas,2016,April,2016-04-01,31042227.0
Kansas,2016,May,2016-05-01,30421830.0
Kansas,2016,June,2016-06-01,28185661.0
Kansas,2016,July,2016-07-01,31974076.0
Kansas,2016,August,2016-08-01,28607228.0
Kansas,2016,September,2016-09-01,29055256.0
Kansas,2016,October,2016-10-01,30082852.0
Kansas,2016,November,2016-11-01,28735357.0
Kansas,2016,December,2016-12-01,30637791.0
Kansas,2016,YTD Total,,364326669.0
Kansas,2017,January,2017-01-01,28082136.0
Kansas,2017,February,2017-02-01,30264118.0
Kansas,2017,March,2017-03-01,33856332.0
Kansas,2017,April,2017-04-01,32203523.0
Kansas,2017,May,2017-05-01,30563297.0
Kansas,2017,June,2017-06-01,28848971.0
Kansas,2017,July,2017-07-01,33563215.0
Kansas,2017,August,2017-08-01,31786895.0
Kansas,2017,September,2017-09-01,32431359.0
Kansas,2017,October,2017-10-01,31640878.0
Kansas,2017,November,2017-11-01,32282968.0
Kansas,2017,December,2017-12-01,35930810.0
Kansas,2017,YTD Total,,381454501.0
Kansas,2018,January,2018-01-01,31307348.0
Kansas,2018,February,2018-02-01,32962153.0
Kansas,2018,March,2018-03-01,39982379.0
Kansas,2018,April,2018-04-01,36218944.0
Kansas,2018,May,2018-05-01,33584173.0
Kansas,2018,June,2018-06-01,32816882.0
Kansas,2018,July,2018-07-01,34673576.0
Kansas,2018,August,2018-08-01,34412151.0
Kansas,2018,September,2018-09-01,32686997.0
Kansas,2018,October,2018-10-01,31682786.0
Kansas,2018,November,2018-11-01,31933828.0
Kansas,2018,December,2018-12-01,36379574.0
Kansas,2018,YTD Total,,408640789.0
Kansas,2019,January,2019-01-01,31549143.0
Kansas,2019,February,2019-02-01,32723526.0
Kansas,2019,March,2019-03-01,40378688.0
Kansas,2019,April,2019-04-01,33966980.0
Kansas,2019,May,2019-05-01,36722293.0
Kansas,2019,June,2019-06-01,33918277.0
Kansas,2019,July,2019-07-01,34705621.0
Kansas,2019,August,2019-08-01,35537058.0
Kansas,2019,September,2019-09-01,31350943.0
Kansas,2019,October,2019-10-01,33445497.0
Kansas,2019,November,2019-11-01,35495511.0
Kansas,2019,December,2019-12-01,36378519.0
Kansas,2019,YTD Total,,416172056.0
Kansas,2020,January,2020-01-01,34028191.0
Kansas,2020,February,2020-02-01,36722915.0
Kansas,2020,March,2020-03-01,18201187.0
Kansas,2020,April,2020-04-01,
Kansas,2020,May,2020-05-01,11440374.0
Kansas,2020,June,2020-06-01,26756111.0
Kansas,2020,July,2020-07-01,28524924.0
Kansas,2020,August,2020-08-01,29172408.0
Kansas,2020,September,2020-09-01,28806688.0
Kansas,2020,October,2020-10-01,29753268.0
Kansas,2020,November,2020-11-01,27224461.0
Kansas,2020,December,2020-12-01,28956278.0
Kansas,2020,YTD Total,,299586805.0
Kansas,2021,January,2021-01-01,33080940.0
Kansas,2021,February,2021-02-01,28326886.0
Kansas,2021,March,2021-03-01,38885015.0
Kansas,2021,April,2021-04-01,35968320.0
Kansas,2021,May,2021-05-01,34433752.0
Kansas,2021,June,2021-06-01,31514152.0
Kansas,2021,July,2021-07-01,35024010.0
Kansas,2021,August,2021-08-01,32602780.0
Kansas,2021,September,2021-09-01,32174106.0
Kansas,2021,October,2021-10-01,33812452.0
Kansas,2021,November,2021-11-01,43983847.0
Kansas,2021,December,2021-12-01,36011584.0
Kansas,2021,YTD Total,,415817845.0
Kansas,2022,January,2022-01-01,29936527.0
Kansas,2022,February,2022-02-01,32568535.0
Kansas,2022,March,2022-03-01,37327736.0
Kansas,2022,April,2022-04-01,36031139.0
Kansas,2022,May,2022-05-01,33495837.0
Kansas,2022,June,2022-06-01,30264360.0
Kansas,2022,July,2022-07-01,35971253.0
Kansas,2022,August,2022-08-01,32625042.0
Kansas,2022,September,2022-09-01,35041870.0
Kansas,2022,October,2022-10-01,34392681.0
Kansas,2022,November,2022-11-01,39624275.0
Kansas,2022,December,2022-12-01,45353851.0
Kansas,2022,YTD Total,,422633107.0
Kansas,2023,January,2023-01-01,39106385.0
Kansas,2023,February,2023-02-01,34067699.0
Kansas,2023,March,2023-03-01,46937882.0
Kansas,2023,April,2023-04-01,44705292.0
Kansas,2023,May,2023-05-01,41409749.0
Kansas,2023,June,2023-06-01,36219379.0
Kansas,2023,July,2023-07-01,41066892.0
Kansas,2023,August,2023-08-01,36958453.0
Kansas,2023,September,2023-09-01,41152993.0
Kansas,2023,October,2023-10-01,46776942.0
Kansas,2023,November,2023-11-01,40368869.0
Kansas,2023,December,2023-12-01,57495095.0
Kansas,2023,YTD Total,,506265631.0
Kansas,2024,January,2024-01-01,44644337.0
Kansas,2024,February,2024-02-01,37353663.0
Kansas,2024,March,2024-03-01,45816164.0
Kansas,2024,April,2024-04-01,45333325.0
Kansas,2024,May,2024-05-01,45893529.0
Kansas,2024,June,2024-06-01,42272589.0
Kansas,2024,July,2024-07-01,43011706.0
Kansas,2024,August,2024-08-01,42518805.0
Kansas,2024,September,2024-09-01,50573233.0
Kansas,2024,YTD Total,,397417349.0
Louisiana,2012,January,2012-01-01,233364213.0
Louisiana,2012,February,2012-02-01,275520677.0
Louisiana,2012,March,2012-03-01,286029756.0
Louisiana,2012,April,2012-04-01,241667739.0
Louisiana,2012,May,2012-05-01,255434824.0
Louisiana,2012,June,2012-06-01,252189871.0
Louisiana,2012,July,2012-07-01,245710630.0
Louisiana,2012,August,2012-08-01,235137246.0
Louisiana,2012,September,2012-09-01,247713812.0
Louisiana,2012,October,2012-10-01,234593266.0
Louisiana,2012,November,2012-11-01,242970961.0
Louisiana,2012,December,2012-12-01,264341815.0
Louisiana,2012,YTD Total,,3014674810.0
Louisiana,2013,January,2013-01-01,233656189.0
Louisiana,2013,February,2013-02-01,261274882.0
Louisiana,2013,March,2013-03-01,291062836.0
Louisiana,2013,April,2013-04-01,248404600.0
Louisiana,2013,May,2013-05-01,267055677.0
Louisiana,2013,June,2013-06-01,249537926.0
Louisiana,2013,July,2013-07-01,260295822.0
Louisiana,2013,August,2013-08-01,263995274.0
Louisiana,2013,September,2013-09-01,226838699.0
Louisiana,2013,October,2013-10-01,234942700.0
Louisiana,2013,November,2013-11-01,254626446.0
Louisiana,2013,December,2013-12-01,250718441.0
Louisiana,2013,YTD Total,,3042409492.0
Louisiana,2014,January,2014-01-01,268742715.0
Louisiana,2014,February,2014-02-01,278685921.0
Louisiana,2014,March,2014-03-01,292531366.0
Louisiana,2014,April,2014-04-01,271960114.0
Louisiana,2014,May,2014-05-01,288539303.0
Louisiana,2014,June,2014-06-01,254951758.0
Louisiana,2014,July,2014-07-01,296893019.0
Louisiana,2014,August,2014-08-01,260789447.0
Louisiana,2014,September,2014-09-01,251767990.0
Louisiana,2014,October,2014-10-01,264074016.0
Louisiana,2014,November,2014-11-01,245732626.0
Louisiana,2014,December,2014-12-01,267341108.0
Louisiana,2014,YTD Total,,3242009383.0
Louisiana,2015,January,2015-01-01,268742715.0
Louisiana,2015,February,2015-02-01,278685921.0
Louisiana,2015,March,2015-03-01,292531366.0
Louisiana,2015,April,2015-04-01,271960114.0
Louisiana,2015,May,2015-05-01,288539303.0
Louisiana,2015,June,2015-06-01,254951758.0
Louisiana,2015,July,2015-07-01,296893019.0
Louisiana,2015,August,2015-08-01,260789447.0
Louisiana,2015,September,2015-09-01,251767990.0
Louisiana,2015,October,2015-10-01,264074016.0
Louisiana,2015,November,2015-11-01,245732626.0
Louisiana,2015,December,2015-12-01,267341108.0
Louisiana,2015,YTD Total,,3242009383.0
Louisiana,2016,January,2016-01-01,253157079.0
Louisiana,2016,February,2016-02-01,275864111.0
Louisiana,2016,March,2016-03-01,267133506.0
Louisiana,2016,April,2016-04-01,269140895.0
Louisiana,2016,May,2016-05-01,254976481.0
Louisiana,2016,June,2016-06-01,248113590.0
Louisiana,2016,July,2016-07-01,277516243.0
Louisiana,2016,August,2016-08-01,251613688.0
Louisiana,2016,September,2016-09-01,228799123.0
Louisiana,2016,October,2016-10-01,249013937.0
Louisiana,2016,November,2016-11-01,247326009.0
Louisiana,2016,December,2016-12-01,275795984.0
Louisiana,2016,YTD Total,,3098450646.0
Louisiana,2017,January,2017-01-01,241293295.0
Louisiana,2017,February,2017-02-01,257717495.0
Louisiana,2017,March,2017-03-01,291306073.0
Louisiana,2017,April,2017-04-01,278826297.0
Louisiana,2017,May,2017-05-01,268623037.0
Louisiana,2017,June,2017-06-01,260108061.0
Louisiana,2017,July,2017-07-01,281645130.0
Louisiana,2017,August,2017-08-01,240410989.0
Louisiana,2017,September,2017-09-01,247095284.0
Louisiana,2017,October,2017-10-01,243995107.0
Louisiana,2017,November,2017-11-01,250606622.0
Louisiana,2017,December,2017-12-01,276670082.0
Louisiana,2017,YTD Total,,3138297472.0
Louisiana,2018,January,2018-01-01,231075094.0
Louisiana,2018,February,2018-02-01,260044924.0
Louisiana,2018,March,2018-03-01,311164196.0
Louisiana,2018,April,2018-04-01,262314414.0
Louisiana,2018,May,2018-05-01,273173735.0
Louisiana,2018,June,2018-06-01,273665181.0
Louisiana,2018,July,2018-07-01,270176518.0
Louisiana,2018,August,2018-08-01,261748071.0
Louisiana,2018,September,2018-09-01,251233187.0
Louisiana,2018,October,2018-10-01,236452761.0
Louisiana,2018,November,2018-11-01,252796823.0
Louisiana,2018,December,2018-12-01,273361156.0
Louisiana,2018,YTD Total,,3157206060.0
Louisiana,2019,January,2019-01-01,236839975.0
Louisiana,2019,February,2019-02-01,253345460.0
Louisiana,2019,March,2019-03-01,307178184.0
Louisiana,2019,April,2019-04-01,251379721.0
Louisiana,2019,May,2019-05-01,272199139.0
Louisiana,2019,June,2019-06-01,254058963.0
Louisiana,2019,July,2019-07-01,252239498.0
Louisiana,2019,August,2019-08-01,269787782.0
Louisiana,2019,September,2019-09-01,231411629.0
Louisiana,2019,October,2019-10-01,235445130.0
Louisiana,2019,November,2019-11-01,256173727.0
Louisiana,2019,December,2019-12-01,263598250.0
Louisiana,2019,YTD Total,,3083657458.0
Louisiana,2020,January,2020-01-01,248049273.0
Louisiana,2020,February,2020-02-01,267388702.0
Louisiana,2020,March,2020-03-01,119279134.0
Louisiana,2020,April,2020-04-01,
Louisiana,2020,May,2020-05-01,94266481.0
Louisiana,2020,June,2020-06-01,225035105.0
Louisiana,2020,July,2020-07-01,240288867.0
Louisiana,2020,August,2020-08-01,202063436.0
Louisiana,2020,September,2020-09-01,180490978.0
Louisiana,2020,October,2020-10-01,206884750.0
Louisiana,2020,November,2020-11-01,204724140.0
Louisiana,2020,December,2020-12-01,216373269.0
Louisiana,2020,YTD Total,,2204844135.0
Louisiana,2021,January,2021-01-01,235812820.0
Louisiana,2021,February,2021-02-01,204674105.0
Louisiana,2021,March,2021-03-01,309747398.0
Louisiana,2021,April,2021-04-01,320543027.0
Louisiana,2021,May,2021-05-01,304229580.0
Louisiana,2021,June,2021-06-01,294951445.0
Louisiana,2021,July,2021-07-01,295934797.0
Louisiana,2021,August,2021-08-01,214822754.0
Louisiana,2021,September,2021-09-01,214873177.0
Louisiana,2021,October,2021-10-01,266995788.0
Louisiana,2021,November,2021-11-01,261579626.0
Louisiana,2021,December,2021-12-01,293447890.0
Louisiana,2021,YTD Total,,3217612406.0
Louisiana,2022,January,2022-01-01,250024436.0
Louisiana,2022,February,2022-02-01,285412180.0
Louisiana,2022,March,2022-03-01,332575913.0
Louisiana,2022,April,2022-04-01,297908144.0
Louisiana,2022,May,2022-05-01,302048446.0
Louisiana,2022,June,2022-06-01,275552669.0
Louisiana,2022,July,2022-07-01,291506590.0
Louisiana,2022,August,2022-08-01,253083901.0
Louisiana,2022,September,2022-09-01,283433784.0
Louisiana,2022,October,2022-10-01,272241855.0
Louisiana,2022,November,2022-11-01,218183187.0
Louisiana,2022,December,2022-12-01,315197702.0
Louisiana,2022,YTD Total,,3377168807.0
Louisiana,2023,January,2023-01-01,306241352.0
Louisiana,2023,February,2023-02-01,276649938.0
Louisiana,2023,March,2023-03-01,321712354.0
Louisiana,2023,April,2023-04-01,289352765.0
Louisiana,2023,May,2023-05-01,296217463.0
Louisiana,2023,June,2023-06-01,270295626.0
Louisiana,2023,July,2023-07-01,270776573.0
Louisiana,2023,August,2023-08-01,257673226.0
Louisiana,2023,September,2023-09-01,287145492.0
Louisiana,2023,October,2023-10-01,283426387.0
Louisiana,2023,November,2023-11-01,264794778.0
Louisiana,2023,December,2023-12-01,330145977.0
Louisiana,2023,YTD Total,,3454431931.0
Louisiana,2024,January,2024-01-01,259412799.0
Louisiana,2024,February,2024-02-01,284802724.0
Louisiana,2024,March,2024-03-01,326290047.0
Louisiana,2024,April,2024-04-01,284410547.0
Louisiana,2024,May,2024-05-01,302134928.0
Louisiana,2024,June,2024-06-01,283939715.0
Louisiana,2024,July,2024-07-01,265378342.0
Louisiana,2024,August,2024-08-01,280234907.0
Louisiana,2024,September,2024-09-01,279301182.0
Louisiana,2024,YTD Total,,2565905191.0
Maine,2012,January,2012-01-01,4384965.0
Maine,2012,February,2012-02-01,5011194.0
Maine,2012,March,2012-03-01,6099625.0
Maine,2012,April,2012-04-01,5844629.0
Maine,2012,May,2012-05-01,5952150.0
Maine,2012,June,2012-06-01,9925489.0
Maine,2012,July,2012-07-01,10827562.0
Maine,2012,August,2012-08-01,11100393.0
Maine,2012,September,2012-09-01,10955282.0
Maine,2012,October,2012-10-01,10382140.0
Maine,2012,November,2012-11-01,9830691.0
Maine,2012,December,2012-12-01,8909312.0
Maine,2012,YTD Total,,99223431.0
Maine,2013,January,2013-01-01,9107516.0
Maine,2013,February,2013-02-01,8869607.0
Maine,2013,March,2013-03-01,11676755.0
Maine,2013,April,2013-04-01,10369565.0
Maine,2013,May,2013-05-01,11294096.0
Maine,2013,June,2013-06-01,10894361.0
Maine,2013,July,2013-07-01,12264792.0
Maine,2013,August,2013-08-01,12335263.0
Maine,2013,September,2013-09-01,11272484.0
Maine,2013,October,2013-10-01,10385334.0
Maine,2013,November,2013-11-01,9946864.0
Maine,2013,December,2013-12-01,7857736.0
Maine,2013,YTD Total,,126274373.0
Maine,2014,January,2014-01-01,8457246.0
Maine,2014,February,2014-02-01,8838329.0
Maine,2014,March,2014-03-01,11311539.0
Maine,2014,April,2014-04-01,11244479.0
Maine,2014,May,2014-05-01,11565443.0
Maine,2014,June,2014-06-01,11056358.0
Maine,2014,July,2014-07-01,12299753.0
Maine,2014,August,2014-08-01,12660876.0
Maine,2014,September,2014-09-01,11025639.0
Maine,2014,October,2014-10-01,11386942.0
Maine,2014,November,2014-11-01,10300961.0
Maine,2014,December,2014-12-01,9659893.0
Maine,2014,YTD Total,,129807457.0
Maine,2015,January,2015-01-01,8457246.0
Maine,2015,February,2015-02-01,8838329.0
Maine,2015,March,2015-03-01,11311539.0
Maine,2015,April,2015-04-01,11244479.0
Maine,2015,May,2015-05-01,11565443.0
Maine,2015,June,2015-06-01,11056358.0
Maine,2015,July,2015-07-01,12299753.0
Maine,2015,August,2015-08-01,12660876.0
Maine,2015,September,2015-09-01,11025639.0
Maine,2015,October,2015-10-01,11386942.0
Maine,2015,November,2015-11-01,10300961.0
Maine,2015,December,2015-12-01,9659893.0
Maine,2015,YTD Total,,129807457.0
Maine,2016,January,2016-01-01,9637310.0
Maine,2016,February,2016-02-01,10727776.0
Maine,2016,March,2016-03-01,11156170.0
Maine,2016,April,2016-04-01,10857354.0
Maine,2016,May,2016-05-01,11400303.0
Maine,2016,June,2016-06-01,10834951.0
Maine,2016,July,2016-07-01,12299331.0
Maine,2016,August,2016-08-01,12741102.0
Maine,2016,September,2016-09-01,11938016.0
Maine,2016,October,2016-10-01,11658691.0
Maine,2016,November,2016-11-01,9909866.0
Maine,2016,December,2016-12-01,9346737.0
Maine,2016,YTD Total,,133121606.0
Maine,2017,January,2017-01-01,10157953.0
Maine,2017,February,2017-02-01,9568882.0
Maine,2017,March,2017-03-01,11799947.0
Maine,2017,April,2017-04-01,11481845.0
Maine,2017,May,2017-05-01,11890961.0
Maine,2017,June,2017-06-01,11705393.0
Maine,2017,July,2017-07-01,13407610.0
Maine,2017,August,2017-08-01,12095413.0
Maine,2017,September,2017-09-01,12169153.0
Maine,2017,October,2017-10-01,11595411.0
Maine,2017,November,2017-11-01,11100531.0
Maine,2017,December,2017-12-01,9735867.0
Maine,2017,YTD Total,,136708967.0
Maine,2018,January,2018-01-01,9919960.0
Maine,2018,February,2018-02-01,10809877.0
Maine,2018,March,2018-03-01,13355095.0
Maine,2018,April,2018-04-01,11916961.0
Maine,2018,May,2018-05-01,12286934.0
Maine,2018,June,2018-06-01,12762958.0
Maine,2018,July,2018-07-01,13159989.0
Maine,2018,August,2018-08-01,14418166.0
Maine,2018,September,2018-09-01,12594487.0
Maine,2018,October,2018-10-01,11209606.0
Maine,2018,November,2018-11-01,10055084.0
Maine,2018,December,2018-12-01,11244106.0
Maine,2018,YTD Total,,143733223.0
Maine,2019,January,2019-01-01,9724955.0
Maine,2019,February,2019-02-01,10715564.0
Maine,2019,March,2019-03-01,13192604.0
Maine,2019,April,2019-04-01,12248972.0
Maine,2019,May,2019-05-01,12406224.0
Maine,2019,June,2019-06-01,12519540.0
Maine,2019,July,2019-07-01,13522064.0
Maine,2019,August,2019-08-01,13456798.0
Maine,2019,September,2019-09-01,12568613.0
Maine,2019,October,2019-10-01,12610341.0
Maine,2019,November,2019-11-01,11451309.0
Maine,2019,December,2019-12-01,10772316.0
Maine,2019,YTD Total,,145189299.0
Maine,2020,January,2020-01-01,11205882.0
Maine,2020,February,2020-02-01,11744063.0
Maine,2020,March,2020-03-01,5710498.0
Maine,2020,April,2020-04-01,
Maine,2020,May,2020-05-01,
Maine,2020,June,2020-06-01,
Maine,2020,July,2020-07-01,5681446.0
Maine,2020,August,2020-08-01,7715922.0
Maine,2020,September,2020-09-01,7702388.0
Maine,2020,October,2020-10-01,8743959.0
Maine,2020,November,2020-11-01,6727727.0
Maine,2020,December,2020-12-01,6066681.0
Maine,2020,YTD Total,,71298566.0
Maine,2021,January,2021-01-01,7324573.0
Maine,2021,February,2021-02-01,7848930.0
Maine,2021,March,2021-03-01,10455474.0
Maine,2021,April,2021-04-01,11943453.0
Maine,2021,May,2021-05-01,12305413.0
Maine,2021,June,2021-06-01,12734884.0
Maine,2021,July,2021-07-01,16217302.0
Maine,2021,August,2021-08-01,15032486.0
Maine,2021,September,2021-09-01,14193570.0
Maine,2021,October,2021-10-01,14274717.0
Maine,2021,November,2021-11-01,12509524.0
Maine,2021,December,2021-12-01,12399894.0
Maine,2021,YTD Total,,147240218.0
Maine,2022,January,2022-01-01,10952510.0
Maine,2022,February,2022-02-01,12664452.0
Maine,2022,March,2022-03-01,15150367.0
Maine,2022,April,2022-04-01,15504306.0
Maine,2022,May,2022-05-01,13327235.0
Maine,2022,June,2022-06-01,13656142.0
Maine,2022,July,2022-07-01,15586987.0
Maine,2022,August,2022-08-01,15153044.0
Maine,2022,September,2022-09-01,14416558.0
Maine,2022,October,2022-10-01,13871234.0
Maine,2022,November,2022-11-01,12456913.0
Maine,2022,December,2022-12-01,12343484.0
Maine,2022,YTD Total,,165083231.0
Maine,2023,January,2023-01-01,12501240.0
Maine,2023,February,2023-02-01,13120007.0
Maine,2023,March,2023-03-01,14494306.0
Maine,2023,April,2023-04-01,14638009.0
Maine,2023,May,2023-05-01,13676302.0
Maine,2023,June,2023-06-01,14783236.0
Maine,2023,July,2023-07-01,15936618.0
Maine,2023,August,2023-08-01,15242306.0
Maine,2023,September,2023-09-01,14498618.0
Maine,2023,October,2023-10-01,13028884.0
Maine,2023,November,2023-11-01,17599651.0
Maine,2023,December,2023-12-01,17430807.0
Maine,2023,YTD Total,,176949983.0
Maine,2024,January,2024-01-01,17282252.0
Maine,2024,February,2024-02-01,18047424.0
Maine,2024,March,2024-03-01,17318161.0
Maine,2024,April,2024-04-01,17009355.0
Maine,2024,May,2024-05-01,16900400.0
Maine,2024,June,2024-06-01,17503820.0
Maine,2024,July,2024-07-01,20845803.0
Maine,2024,August,2024-08-01,17290198.0
Maine,2024,September,2024-09-01,20252567.0
Maine,2024,YTD Total,,162449979.0
Maryland,2012,January,2012-01-01,12923552.0
Maryland,2012,February,2012-02-01,15075084.0
Maryland,2012,March,2012-03-01,16337774.0
Maryland,2012,April,2012-04-01,14536796.0
Maryland,2012,May,2012-05-01,14553458.0
Maryland,2012,June,2012-06-01,40835001.0
Maryland,2012,July,2012-07-01,48054954.0
Maryland,2012,August,2012-08-01,44634809.0
Maryland,2012,September,2012-09-01,42899084.0
Maryland,2012,October,2012-10-01,39616847.0
Maryland,2012,November,2012-11-01,43102302.0
Maryland,2012,December,2012-12-01,45243883.0
Maryland,2012,YTD Total,,377813543.0
Maryland,2013,January,2013-01-01,44327787.0
Maryland,2013,February,2013-02-01,47767537.0
Maryland,2013,March,2013-03-01,58048394.0
Maryland,2013,April,2013-04-01,58976404.0
Maryland,2013,May,2013-05-01,69179210.0
Maryland,2013,June,2013-06-01,66497305.0
Maryland,2013,July,2013-07-01,69272542.0
Maryland,2013,August,2013-08-01,69253656.0
Maryland,2013,September,2013-09-01,65333711.0
Maryland,2013,October,2013-10-01,66378026.0
Maryland,2013,November,2013-11-01,66840380.0
Maryland,2013,December,2013-12-01,65039314.0
Maryland,2013,YTD Total,,746914266.0
Maryland,2014,January,2014-01-01,84966720.0
Maryland,2014,February,2014-02-01,82795013.0
Maryland,2014,March,2014-03-01,91030734.0
Maryland,2014,April,2014-04-01,88982816.0
Maryland,2014,May,2014-05-01,96326294.0
Maryland,2014,June,2014-06-01,91447064.0
Maryland,2014,July,2014-07-01,98951644.0
Maryland,2014,August,2014-08-01,96744459.0
Maryland,2014,September,2014-09-01,87497660.0
Maryland,2014,October,2014-10-01,94760584.0
Maryland,2014,November,2014-11-01,89745460.0
Maryland,2014,December,2014-12-01,95177696.0
Maryland,2014,YTD Total,,1098426147.0
Maryland,2015,January,2015-01-01,84966720.0
Maryland,2015,February,2015-02-01,82795013.0
Maryland,2015,March,2015-03-01,91030734.0
Maryland,2015,April,2015-04-01,88982816.0
Maryland,2015,May,2015-05-01,96326294.0
Maryland,2015,June,2015-06-01,91447064.0
Maryland,2015,July,2015-07-01,98951644.0
Maryland,2015,August,2015-08-01,96744459.0
Maryland,2015,September,2015-09-01,87497660.0
Maryland,2015,October,2015-10-01,94760584.0
Maryland,2015,November,2015-11-01,89745460.0
Maryland,2015,December,2015-12-01,95177696.0
Maryland,2015,YTD Total,,1098426147.0
Maryland,2016,January,2016-01-01,88361884.0
Maryland,2016,February,2016-02-01,93273076.0
Maryland,2016,March,2016-03-01,97852133.0
Maryland,2016,April,2016-04-01,103891225.0
Maryland,2016,May,2016-05-01,104351219.0
Maryland,2016,June,2016-06-01,93365919.0
Maryland,2016,July,2016-07-01,103849764.0
Maryland,2016,August,2016-08-01,100309528.0
Maryland,2016,September,2016-09-01,97096278.0
Maryland,2016,October,2016-10-01,95489024.0
Maryland,2016,November,2016-11-01,91969393.0
Maryland,2016,December,2016-12-01,133477706.0
Maryland,2016,YTD Total,,1203287149.0
Maryland,2017,January,2017-01-01,126212756.0
Maryland,2017,February,2017-02-01,128713443.0
Maryland,2017,March,2017-03-01,141166114.0
Maryland,2017,April,2017-04-01,135714016.0
Maryland,2017,May,2017-05-01,136464277.0
Maryland,2017,June,2017-06-01,130480062.0
Maryland,2017,July,2017-07-01,138756987.0
Maryland,2017,August,2017-08-01,137480031.0
Maryland,2017,September,2017-09-01,134535733.0
Maryland,2017,October,2017-10-01,133235700.0
Maryland,2017,November,2017-11-01,130543338.0
Maryland,2017,December,2017-12-01,141034126.0
Maryland,2017,YTD Total,,1614336584.0
Maryland,2018,January,2018-01-01,127784456.0
Maryland,2018,February,2018-02-01,136571280.0
Maryland,2018,March,2018-03-01,150073958.0
Maryland,2018,April,2018-04-01,143491191.0
Maryland,2018,May,2018-05-01,156555593.0
Maryland,2018,June,2018-06-01,148904017.0
Maryland,2018,July,2018-07-01,146498031.0
Maryland,2018,August,2018-08-01,146291028.0
Maryland,2018,September,2018-09-01,143780258.0
Maryland,2018,October,2018-10-01,157960668.0
Maryland,2018,November,2018-11-01,140072189.0
Maryland,2018,December,2018-12-01,148381413.0
Maryland,2018,YTD Total,,1746364081.0
Maryland,2019,January,2019-01-01,136995435.0
Maryland,2019,February,2019-02-01,136764207.0
Maryland,2019,March,2019-03-01,163262848.0
Maryland,2019,April,2019-04-01,145236133.0
Maryland,2019,May,2019-05-01,152275799.0
Maryland,2019,June,2019-06-01,142890570.0
Maryland,2019,July,2019-07-01,149328379.0
Maryland,2019,August,2019-08-01,154260719.0
Maryland,2019,September,2019-09-01,142223137.0
Maryland,2019,October,2019-10-01,143895409.0
Maryland,2019,November,2019-11-01,140835580.0
Maryland,2019,December,2019-12-01,149087494.0
Maryland,2019,YTD Total,,1757055709.0
Maryland,2020,January,2020-01-01,145466952.0
Maryland,2020,February,2020-02-01,151274337.0
Maryland,2020,March,2020-03-01,68657232.0
Maryland,2020,April,2020-04-01,
Maryland,2020,May,2020-05-01,
Maryland,2020,June,2020-06-01,34944868.0
Maryland,2020,July,2020-07-01,139920018.0
Maryland,2020,August,2020-08-01,149549000.0
Maryland,2020,September,2020-09-01,143709268.0
Maryland,2020,October,2020-10-01,142660085.0
Maryland,2020,November,2020-11-01,130377478.0
Maryland,2020,December,2020-12-01,119356448.0
Maryland,2020,YTD Total,,1225915686.0
Maryland,2021,January,2021-01-01,128763516.0
Maryland,2021,February,2021-02-01,126208025.0
Maryland,2021,March,2021-03-01,169179016.0
Maryland,2021,April,2021-04-01,162106366.0
Maryland,2021,May,2021-05-01,172394450.0
Maryland,2021,June,2021-06-01,161498128.0
Maryland,2021,July,2021-07-01,180145516.0
Maryland,2021,August,2021-08-01,168459348.0
Maryland,2021,September,2021-09-01,165388039.0
Maryland,2021,October,2021-10-01,154978898.0
Maryland,2021,November,2021-11-01,160363589.0
Maryland,2021,December,2021-12-01,176030162.0
Maryland,2021,YTD Total,,1925515052.0
Maryland,2022,January,2022-01-01,158048103.0
Maryland,2022,February,2022-02-01,163859014.0
Maryland,2022,March,2022-03-01,174412628.0
Maryland,2022,April,2022-04-01,173516962.0
Maryland,2022,May,2022-05-01,181787139.0
Maryland,2022,June,2022-06-01,164007456.0
Maryland,2022,July,2022-07-01,183491075.0
